WB	19-12	png				
Mug	MugNGmem	0	0126	8766031085	876603 1085	0
Mug	MugNGmem	0	0128	8767391089	876739 1089	0
Mug	MugNGmem	0	0130	8768351117	876835 1117	40-72
Mug	MugNGmem	0	0143	8767121214	876712 1214	0
Mug	MugNGmem	0	0144	8767781234	876778 1234	0
Mug	MugNGmem	0	0159	8767161319	876716 1319	0
Mug	MugNGmem	0	0161	8768101329	876810 1329	0
Mug	MugNGmem	0	0166	8766631400	876663 1400	0
Mug	MugNGmem	0	0167	8768251403	876825 1403	0
Mug	MugNGmem	0	0168	8766731415	876673 1415	0
Mug	MugNGmem	0	0172	8766841457	876684 1457	0
Mug	MugNGmem	0	0181	8768201542	876820 1542	0
Mug	MugNGmem	0	0201	8767421657	876742 1657	0
Mug	MugNGmem	0	0215	8767751723	876775 1723	0
Mug	MugNGmem	0	0228	8768161790	876816 1790	41-72
Mug	MugNGmem	0	0229	8766771793	876677 1793	0
Mug	MugNGmem	0	0230	8768501798	876850 1798	0
Mug	MugNGmem	0	0231	8766441804	876644 1804	0
Mug	MugNGmem	0	0233	8766601819	876660 1819	0
Mug	MugNGmem	0	0238	8766801859	876680 1859	0
Mug	MugNGmem	0	0239	8767571859	876757 1859	0
Mug	MugNGmem	0	0240	8767571863	876757 1863	0
Mug	MugNGmem	0	0247	8765911923	876591 1923	0
Mug	MugNGmem	0	0251	8768011956	876801 1956	0
Mug	MugNGmem	0	0252	8768201971	876820 1971	0
Mug	MugNGmem	0	0258	8768201976	876820 1976	0
Mug	MugNGmem	0	0260	8768201977	876820 1977	42-72
Mug	MugNGmem	0	0264	8768201980	876820 1980	0
Mug	MugNGmem	0	0265	8768201981	876820 1981	0
Mug	MugNGmem	0	0269	8768201983	876820 1983	0
Mug	MugNGmem	0	0287	8766832062	876683 2062	0
Mug	MugNGmem	0	0299	8766562101	876656 2101	0
Mug	MugNGmem	0	0312	8766582159	876658 2159	0
Mug	MugNGmem	0	0315	8767102174	876710 2174	0
Mug	MugNGmem	0	0317	8768812176	876881 2176	0
Mug	MugNGmem	0	0325	8767252230	876725 2230	0
Mug	MugNGmem	0	0334	8765992319	876599 2319	0
Mug	MugNGmem	0	0341	8769142367	876914 2367	0
Mug	MugNGmem	0	0343	8768412372	876841 2372	43-72
Mug	MugNGmem	0	0345	8768422378	876842 2378	0
Mug	MugNGmem	0	0346	8766082383	876608 2383	0
Mug	MugNGmem	0	0348	8767572409	876757 2409	0
Mug	MugNGmem	0	0350	8767642416	876764 2416	0
Mug	MugNGmem	0	0351	8768932422	876893 2422	0
Mug	MugNGmem	0	0354	8767502427	876750 2427	0
Mug	MugNGmem	0	0360	8766872448	876687 2448	0
Mug	MugNGmem	0	0369	8768722530	876872 2530	0
Mug	MugNGmem	0	0378	8766812635	876681 2635	0
Mug	MugNGmem	0	0387	8767112713	876711 2713	0
Mug	MugNGmem	0	0396	8766092805	876609 2805	0
Mug	MugNGmem	0	0402	8768222844	876822 2844	44-72
Mug	MugNGmem	0	0410	8768682921	876868 2921	0
Mug	MugNGmem	0	0424	8768293039	876829 3039	0
Mug	MugNGmem	0	0432	8768103122	876810 3122	0
Mug	MugNGmem	0	0454	8766693281	876669 3281	0
Mug	MugNGmem	0	0456	8766013298	876601 3298	0
Mug	MugNGmem	0	0462	8767543343	876754 3343	0
Mug	MugNGmem	0	0482	8766693460	876669 3460	0
Mug	MugNGmem	0	0485	8767123478	876712 3478	0
Mug	MugNGmem	0	0487	8766593484	876659 3484	0
Mug	MugNGmem	0	0488	8767143485	876714 3485	0
Mug	MugNGmem	0	0490	8765953508	876595 3508	0
Mug	MugNGmem	0	0491	8767593515	876759 3515	45-72
Mug	MugNGmem	0	0496	8768263563	876826 3563	0
Mug	MugNGmem	0	0507	8767533631	876753 3631	0
Mug	MugNGmem	0	0512	8767453652	876745 3652	0
Mug	MugNGmem	0	0534	8767513868	876751 3868	0
Mug	MugNGmem	0	0540	8768423931	876842 3931	0
Mug	MugNGmem	0	0543	8768103952	876810 3952	0
Mug	MugNGmem	0	0547	8766763965	876676 3965	0
Mug	MugNGmem	0	0550	8765913994	876591 3994	0
Mug	MugNGmem	0	0552	8768764008	876876 4008	0
Mug	MugNGmem	0	0558	8767384057	876738 4057	0
Mug	MugNGmem	0	0578	8767374292	876737 4292	0
Mug	MugNGmem	0	0598	8766054490	876605 4490	46-72
Mug	MugNGmem	0	0603	8767934528	876793 4528	0
Mug	MugNGmem	0	0604	8767334545	876733 4545	0
Mug	MugNGmem	0	0611	8768294623	876829 4623	0
Mug	MugNGmem	0	0630	8766794835	876679 4835	0
Mug	MugNGmem	0	0638	8767774900	876777 4900	0
Mug	MugNGmem	0	0646	8769164970	876916 4970	0
Mug	MugNGmem	0	0658	8767185048	876718 5048	0
Mug	MugNGmem	0	0663	8767545096	876754 5096	0
Mug	MugNGmem	0	0675	8766435262	876643 5262	0
Mug	MugNGmem	0	0676	8768825262	876882 5262	0
Mug	MugNGmem	0	0677	8768385267	876838 5267	0
Mug	MugNGmem	0	0681	8766235302	876623 5302	47-72
Mug	MugNGmem	0	0683	8767075306	876707 5306	0
Mug	MugNGmem	0	0689	8766775356	876677 5356	0
Mug	MugNGmem	0	0707	8767735526	876773 5526	0
Mug	MugNGmem	0	0708	8766205536	876620 5536	0
Mug	MugNGmem	0	0709	8769015545	876901 5545	0
Mug	MugNGmem	0	0710	8768725551	876872 5551	0
Mug	MugNGmem	0	0723	8767295616	876729 5616	0
Mug	MugNGmem	0	0728	8767445688	876744 5688	0
Mug	MugNGmem	0	0732	8768275724	876827 5724	0
Mug	MugNGmem	0	0734	8766685740	876668 5740	0
Mug	MugNGmem	0	0742	8767065883	876706 5883	0
Mug	MugNGmem	0	0743	8766275885	876627 5885	48-72
Mug	MugNGmem	0	0746	8767575897	876757 5897	0
Mug	MugNGmem	0	0750	8766835942	876683 5942	0
Mug	MugNGmem	0	0757	8765936001	876593 6001	0
Mug	MugNGmem	0	0758	8765986003	876598 6003	0
Mug	MugNGmem	0	0765	8767966051	876796 6051	0
Mug	MugNGmem	0	0767	8766386056	876638 6056	0
Mug	MugNGmem	0	0770	8768916067	876891 6067	0
Mug	MugNGmem	0	0778	8767866098	876786 6098	0
Mug	MugNGmem	0	0782	8767076114	876707 6114	0
Mug	MugNGmem	0	0797	8768836236	876883 6236	0
Mug	MugNGmem	0	0798	8766116239	876611 6239	0
Mug	MugNGmem	0	0799	8766516244	876651 6244	49-72
Mug	MugNGmem	0	0801	8766666254	876666 6254	0
Mug	MugNGmem	0	0802	8767946262	876794 6262	0
Mug	MugNGmem	0	0808	8768446305	876844 6305	0
Mug	MugNGmem	0	0810	8766606336	876660 6336	0
Mug	MugNGmem	0	0811	8767236338	876723 6338	0
Mug	MugNGmem	0	0815	8767166378	876716 6378	0
Mug	MugNGmem	0	0816	8767656381	876765 6381	0
Mug	MugNGmem	0	0822	8766306426	876630 6426	0
Mug	MugNGmem	0	0825	8766866435	876686 6435	0
Mug	MugNGmem	0	0844	8768276633	876827 6633	0
Mug	MugNGmem	0	0846	8766736657	876673 6657	0
Mug	MugNGmem	0	0849	8767646701	876764 6701	50-72
Mug	MugNGmem	0	0852	8768506734	876850 6734	0
Mug	MugNGmem	0	0867	8768886883	876888 6883	0
Mug	MugNGmem	0	0873	8767986911	876798 6911	0
Mug	MugNGmem	0	0875	8767156962	876715 6962	0
Mug	MugNGmem	0	0880	8767077031	876707 7031	0
Mug	MugNGmem	0	0882	8768517052	876851 7052	0
Mug	MugNGmem	0	0883	8768077053	876807 7053	0
Mug	MugNGmem	0	0886	8769157085	876915 7085	0
Mug	MugNGmem	0	0887	8766487086	876648 7086	0
Mug	MugNGmem	0	0893	8766937145	876693 7145	0
Mug	MugNGmem	0	0896	8766957194	876695 7194	0
Mug	MugNGmem	0	0899	8767207229	876720 7229	51-72
Mug	MugNGmem	0	0917	8765997357	876599 7357	0
Mug	MugNGmem	0	0919	8767067408	876706 7408	0
Mug	MugNGmem	0	0922	8768337433	876833 7433	0
Mug	MugNGmem	0	0925	8767587439	876758 7439	0
Mug	MugNGmem	0	0927	8767527465	876752 7465	0
Mug	MugNGmem	0	0935	8766487524	876648 7524	0
Mug	MugNGmem	0	0937	8767177551	876717 7551	0
Mug	MugNGmem	0	0943	8766717621	876671 7621	0
Mug	MugNGmem	0	0944	8767797627	876779 7627	0
Mug	MugNGmem	0	0956	8766097690	876609 7690	0
Mug	MugNGmem	0	0962	8766207728	876620 7728	0
Mug	MugNGmem	0	0963	8767647791	876764 7791	52-72
Mug	MugNGmem	0	0972	8768367842	876836 7842	0
Mug	MugNGmem	0	0981	8767987912	876798 7912	0
Mug	MugNGmem	0	0984	8768837933	876883 7933	0
Mug	MugNGmem	0	0990	8767857949	876785 7949	0
Mug	MugNGmem	0	0994	8766247992	876624 7992	0
Mug	MugNGmem	0	1002	8768758040	876875 8040	0
Mug	MugNGmem	0	1003	8766098057	876609 8057	0
Mug	MugNGmem	0	1008	8767338110	876733 8110	0
Mug	MugNGmem	0	1013	8767148132	876714 8132	0
Mug	MugNGmem	0	1028	8766328285	876632 8285	0
Mug	MugNGmem	0	1029	8769038287	876903 8287	0
Mug	MugNGmem	0	1032	8765908297	876590 8297	53-72
Mug	MugNGmem	0	1036	8767888343	876788 8343	0
Mug	MugNGmem	0	1051	8768488421	876848 8421	0
Mug	MugNGmem	0	1054	8768078452	876807 8452	0
Mug	MugNGmem	0	1064	8767038578	876703 8578	0
Mug	MugNGmem	0	1073	8768398633	876839 8633	0
Mug	MugNGmem	0	1085	8766588725	876658 8725	0
Mug	MugNGmem	0	1087	8767758779	876775 8779	0
Mug	MugNGmem	0	1092	8768648795	876864 8795	0
Mug	MugNGmem	0	1103	8768968923	876896 8923	0
Mug	MugNGmem	0	1105	8767538940	876753 8940	0
Mug	MugNGmem	0	1118	8767599015	876759 9015	0
Mug	MugNGmem	0	1120	8768159027	876815 9027	54-72
Mug	MugNGmem	0	1123	8768339060	876833 9060	0
Mug	MugNGmem	0	1130	8767609149	876760 9149	0
Mug	MugNGmem	0	1133	8766359156	876635 9156	0
Mug	MugNGmem	0	1136	8765939171	876593 9171	0
Mug	MugNGmem	0	1140	8766519212	876651 9212	0
Mug	MugNGmem	0	1141	8766889221	876688 9221	0
Mug	MugNGmem	0	1147	8768389277	876838 9277	0
Mug	MugNGmem	0	1149	8767299283	876729 9283	0
Mug	MugNGmem	0	1155	8768149324	876814 9324	0
Mug	MugNGmem	0	1158	8767409335	876740 9335	0
Mug	MugNGmem	0	1173	8768729385	876872 9385	0
Mug	MugNGmem	0	1175	8766229410	876622 9410	55-72
Mug	MugNGmem	0	1192	8768379530	876837 9530	0
Mug	MugNGmem	0	1198	8767909599	876790 9599	0
Mug	MugNGmem	0	1200	8767889603	876788 9603	0
Mug	MugNGmem	0	1212	8765949699	876594 9699	0
Mug	MugNGmem	0	1213	8765949700	876594 9700	0
Mug	MugNGmem	0	1214	8769049707	876904 9707	0
Mug	MugNGmem	0	1227	8765939770	876593 9770	0
Mug	MugNGmem	0	1230	8767859819	876785 9819	0
Mug	MugNGmem	0	1233	8765939861	876593 9861	0
Mug	MugNGmem	0	1241	8766759937	876675 9937	0
Mug	MugNGnekisni	0	0071	8767210581	876721 0581	0
Mug	MugNGnekisni	0	0077	8767370627	876737 0627	56-72
Mug	MugNGnekisni	0	0174	8768461470	876846 1470	0
Mug	MugNGnekisni	0	0189	8768021579	876802 1579	0
Mug	MugNGnekisni	0	0210	8766811697	876681 1697	0
Mug	MugNGnekisni	0	0232	8766001806	876600 1806	0
Mug	MugNGnekisni	0	0246	8767451922	876745 1922	0
Mug	MugNGnekisni	0	0256	8768201974	876820 1974	0
Mug	MugNGnekisni	0	0257	8768201975	876820 1975	0
Mug	MugNGnekisni	0	0261	8767441978	876744 1978	0
Mug	MugNGnekisni	0	0267	8768201982	876820 1982	0
Mug	MugNGnekisni	0	0271	8768201985	876820 1985	0
Mug	MugNGnekisni	0	0302	8766562109	876656 2109	0
Mug	MugNGnekisni	0	0310	8766112143	876611 2143	57-72
Mug	MugNGnekisni	0	0340	8769162365	876916 2365	0
Mug	MugNGnekisni	0	0415	8768382967	876838 2967	0
Mug	MugNGnekisni	0	0445	8767643202	876764 3202	0
Mug	MugNGnekisni	0	0479	8767143450	876714 3450	0
Mug	MugNGnekisni	0	0593	8767434464	876743 4464	0
Mug	MugNGnekisni	0	0596	8767644473	876764 4473	0
Mug	MugNGnekisni	0	0599	8766574497	876657 4497	0
Mug	MugNGnekisni	0	0617	8766964659	876696 4659	0
Mug	MugNGnekisni	0	0626	8765934810	876593 4810	0
Mug	MugNGnekisni	0	0643	8766274949	876627 4949	0
Mug	MugNGnekisni	0	0678	8767965268	876796 5268	0
Mug	MugNGnekisni	0	0684	8768415317	876841 5317	58-72
Mug	MugNGnekisni	0	0697	8767685460	876768 5460	0
Mug	MugNGnekisni	0	0699	8767755463	876775 5463	0
Mug	MugNGnekisni	0	0727	8766775683	876677 5683	0
Mug	MugNGnekisni	0	0739	8767795825	876779 5825	0
Mug	MugNGnekisni	0	0747	8766865906	876686 5906	0
Mug	MugNGnekisni	0	0764	8767966050	876796 6050	0
Mug	MugNGnekisni	0	0788	8768366153	876836 6153	0
Mug	MugNGnekisni	0	0869	8768016886	876801 6886	0
Mug	MugNGnekisni	0	0881	8765907036	876590 7036	0
Mug	MugNGnekisni	0	0889	8766217113	876621 7113	0
Mug	MugNGnekisni	0	0890	8767337124	876733 7124	0
Mug	MugNGnekisni	0	0912	8766147306	876614 7306	59-72
Mug	MugNGnekisni	0	0941	8766367603	876636 7603	0
Mug	MugNGnekisni	0	0950	8767927663	876792 7663	0
Mug	MugNGnekisni	0	0951	8767927666	876792 7666	0
Mug	MugNGnekisni	0	0952	8768307667	876830 7667	0
Mug	MugNGnekisni	0	0957	8768007691	876800 7691	0
Mug	MugNGnekisni	0	0966	8768887816	876888 7816	0
Mug	MugNGnekisni	0	0968	8767757819	876775 7819	0
Mug	MugNGnekisni	0	1006	8768328097	876832 8097	0
Mug	MugNGnekisni	0	1034	8768978320	876897 8320	0
Mug	MugNGnekisni	0	1035	8767278340	876727 8340	0
Mug	MugNGnekisni	0	1070	8766618621	876661 8621	0
Mug	MugNGnekisni	0	1088	8767168783	876716 8783	60-72
Mug	MugNGnekisni	0	1095	8767318809	876731 8809	0
Mug	MugNGnekisni	0	1116	8766279007	876627 9007	0
Mug	MugNGnekisni	0	1126	8768779131	876877 9131	0
Mug	MugNGnekisni	0	1150	8766989290	876698 9290	0
Mug	MugNGnekisni	0	1202	8767339622	876733 9622	0
Mug	MugNGnekisni	0	1219	8767709721	876770 9721	0
Mug	MugNGnekisni	0	1229	8768149792	876814 9792	0
Mug	MugNGnekisni	0	1231	8768599826	876859 9826	0
Mug	MugNGolen	0	0067	8768740576	876874 0576	0
Mug	MugNGolen	0	0094	8767200854	876720 0854	0
Mug	MugNGolen	0	0122	8767391059	876739 1059	0
Mug	MugNGolen	0	0154	8768201292	876820 1292	61-72
Mug	MugNGolen	0	0178	8768681526	876868 1526	0
Mug	MugNGolen	0	0190	8768021581	876802 1581	0
Mug	MugNGolen	0	0219	8768171729	876817 1729	0
Mug	MugNGolen	0	0254	8766331973	876633 1973	0
Mug	MugNGolen	0	0298	8766372098	876637 2098	0
Mug	MugNGolen	0	0311	8768062146	876806 2146	0
Mug	MugNGolen	0	0319	8766972185	876697 2185	0
Mug	MugNGolen	0	0356	8767182435	876718 2435	0
Mug	MugNGolen	0	0366	8768012510	876801 2510	0
Mug	MugNGolen	0	0380	8766612641	876661 2641	0
Mug	MugNGolen	0	0383	8768002650	876800 2650	0
Mug	MugNGolen	0	0419	8769142992	876914 2992	62-72
Mug	MugNGolen	0	0435	8768103126	876810 3126	0
Mug	MugNGolen	0	0441	8766993166	876699 3166	0
Mug	MugNGolen	0	0464	8767753360	876775 3360	0
Mug	MugNGolen	0	0526	8768983820	876898 3820	0
Mug	MugNGolen	0	0560	8768164091	876816 4091	0
Mug	MugNGolen	0	0618	8767574675	876757 4675	0
Mug	MugNGolen	0	0647	8766224974	876622 4974	0
Mug	MugNGolen	0	0670	8767185204	876718 5204	0
Mug	MugNGolen	0	0766	8767966053	876796 6053	0
Mug	MugNGolen	0	0832	8765976497	876597 6497	0
Mug	MugNGolen	0	0884	8768357065	876835 7065	0
Mug	MugNGolen	0	0902	8766207256	876620 7256	63-72
Mug	MugNGolen	0	0949	8768957655	876895 7655	0
Mug	MugNGolen	0	0977	8767867879	876786 7879	0
Mug	MugNGolen	0	1074	8767418640	876741 8640	0
Mug	MugNGolen	0	1112	8766198973	876619 8973	0
Mug	MugNGolen	0	1223	8766729753	876672 9753	0
Mug	MugNGschastie	0	0037	8768110375	876811 0375	0
Mug	MugNGschastie	0	0100	8768990889	876899 0889	0
Mug	MugNGschastie	0	0120	8767011051	876701 1051	0
Mug	MugNGschastie	0	0186	8768991566	876899 1566	0
Mug	MugNGschastie	0	0203	8767451662	876745 1662	0
Mug	MugNGschastie	0	0249	8766591951	876659 1951	0
Mug	MugNGschastie	0	0255	8768201973	876820 1973	64-72
Mug	MugNGschastie	0	0262	8768201979	876820 1979	0
Mug	MugNGschastie	0	0347	8767072385	876707 2385	0
Mug	MugNGschastie	0	0355	8767972434	876797 2434	0
Mug	MugNGschastie	0	0375	8765932623	876593 2623	0
Mug	MugNGschastie	0	0377	8765932630	876593 2630	0
Mug	MugNGschastie	0	0420	8769142993	876914 2993	0
Mug	MugNGschastie	0	0457	8767423322	876742 3322	0
Mug	MugNGschastie	0	0458	8767423323	876742 3323	0
Mug	MugNGschastie	0	0459	8767423324	876742 3324	0
Mug	MugNGschastie	0	0472	8768983389	876898 3389	0
Mug	MugNGschastie	0	0517	8768803717	876880 3717	0
Mug	MugNGschastie	0	0555	8768184029	876818 4029	65-72
Mug	MugNGschastie	0	0584	8769144385	876914 4385	0
Mug	MugNGschastie	0	0586	8766954399	876695 4399	0
Mug	MugNGschastie	0	0615	8768074648	876807 4648	0
Mug	MugNGschastie	0	0664	8767695096	876769 5096	0
Mug	MugNGschastie	0	0693	8767775445	876777 5445	0
Mug	MugNGschastie	0	0698	8767685461	876768 5461	0
Mug	MugNGschastie	0	0772	8767046090	876704 6090	0
Mug	MugNGschastie	0	0774	8767046091	876704 6091	0
Mug	MugNGschastie	0	0776	8767046092	876704 6092	0
Mug	MugNGschastie	0	0835	8767336557	876733 6557	0
Mug	MugNGschastie	0	0859	8767796798	876779 6798	0
Mug	MugNGschastie	0	0999	8768978015	876897 8015	66-72
Mug	MugNGschastie	0	1107	8768918945	876891 8945	0
Mug	MugNGschastie	0	1108	8769038959	876903 8959	0
Mug	MugNGschastie	0	1131	8768499149	876849 9149	0
Mug	MugNGschastie	0	1137	8767789187	876778 9187	0
Mug	MugNGschastie	0	1166	8766719361	876671 9361	0
Mug	MugNGschastie	0	1190	8767859505	876785 9505	0
Mug	MugNGschastie	0	1226	8767939763	876793 9763	0
Mug	MugNGschastie	0	1244	8767769953	876776 9953	0
Mug	MugNGsladkogo	0	0066	8768740574	876874 0574	0
Mug	MugNGsladkogo	0	0145	8768111234	876811 1234	0
Mug	MugNGsladkogo	0	0398	8767782822	876778 2822	0
Mug	MugNGsladkogo	0	0536	8767413874	876741 3874	67-72
Mug	MugNGsladkogo	0	0828	8766046456	876604 6456	0
Mug	MugNGsladkogo	0	0877	8767776995	876777 6995	0
Mug	MugNGsladkogo	0	1042	8767638386	876763 8386	0
Mug	MugNGsladkogo	0	1044	8767638390	876763 8390	0
Mug	MugNGsladkogo	0	1047	8766428403	876642 8403	0
Mug	MugNGtaksa	0	0032	8767060303	876706 0303	0
Mug	MugNGtaksa	0	0065	8768740573	876874 0573	0
Mug	MugNGtaksa	0	0098	8767950876	876795 0876	0
Mug	MugNGtaksa	0	0118	8766931044	876693 1044	0
Mug	MugNGtaksa	0	0165	8768301385	876830 1385	0
Mug	MugNGtaksa	0	0191	8768021584	876802 1584	0
Mug	MugNGtaksa	0	0224	8766611757	876661 1757	68-72
Mug	MugNGtaksa	0	0253	8768201972	876820 1972	0
Mug	MugNGtaksa	0	0259	8767441977	876744 1977	0
Mug	MugNGtaksa	0	0270	8768201984	876820 1984	0
Mug	MugNGtaksa	0	0272	8768201986	876820 1986	0
Mug	MugNGtaksa	0	0291	8766832067	876683 2067	0
Mug	MugNGtaksa	0	0300	8766562107	876656 2107	0
Mug	MugNGtaksa	0	0322	8767632219	876763 2219	0
Mug	MugNGtaksa	0	0336	8767932332	876793 2332	0
Mug	MugNGtaksa	0	0392	8768172797	876817 2797	0
Mug	MugNGtaksa	0	0414	8767302964	876730 2964	0
Mug	MugNGtaksa	0	0434	8767433126	876743 3126	0
Mug	MugNGtaksa	0	0493	8766983541	876698 3541	69-72
Mug	MugNGtaksa	0	0549	8767453968	876745 3968	0
Mug	MugNGtaksa	0	0648	8768124985	876812 4985	0
Mug	MugNGtaksa	0	0665	8767725123	876772 5123	0
Mug	MugNGtaksa	0	0694	8768335456	876833 5456	0
Mug	MugNGtaksa	0	0718	8768065609	876806 5609	0
Mug	MugNGtaksa	0	0738	8767795824	876779 5824	0
Mug	MugNGtaksa	0	0771	8768916081	876891 6081	0
Mug	MugNGtaksa	0	0786	8766606147	876660 6147	0
Mug	MugNGtaksa	0	0908	8768697291	876869 7291	0
Mug	MugNGtaksa	0	0969	8767487825	876748 7825	0
Mug	MugNGtaksa	0	1011	8767598127	876759 8127	0
Mug	MugNGtaksa	0	1012	8767148131	876714 8131	70-72
Mug	MugNGtaksa	0	1024	8769098239	876909 8239	0
Mug	MugNGtaksa	0	1046	8767918402	876791 8402	0
Mug	MugNGtaksa	0	1069	8766618620	876661 8620	0
Mug	MugNGtaksa	0	1170	8767899382	876789 9382	0
Mug	MugNGtaksa	0	1199	8768959602	876895 9602	0
Mug	MugNGtaksa	0	1246	8767409959	876740 9959	0
Mug	MugNGtigrschasiezdorovia	0	0806	8767016287	876701 6287	0
Mug	MugNGtigrschasiezdorovia	0	1178	8765949439	876594 9439	0
Mug	MugNGtigrskrebetsa	0	0038	8768350375	876835 0375	0
Mug	MugNGtigrujeriadom	0	1186	8768349484	876834 9484	0
Mug	MugNYKettle	0	1057	8767988481	876798 8481	0
Mug	MugRMAdvice	0	0012	8767510098	876751 0098	71-72
Mug	MugRMAdvice	0	0025	8768960242	876896 0242	0
Mug	MugRMAdvice	0	0035	8768780328	876878 0328	0
Mug	MugRMAdvice	0	0374	8767812596	876781 2596	0
Mug	MugRMAdvice	0	0622	8768244733	876824 4733	0
Mug	MugRMAdvice	0	0814	8768406377	876840 6377	0
Mug	MugRMAdvice	0	0838	8766576578	876657 6578	0
Mug	MugRMAdvice	0	1027	8766708280	876670 8280	0
Mug	MugRMAdvice	0	1193	8767339533	876733 9533	0
Mug	MugRMConnect	0	0634	8765974861	876597 4861	0
Mug	MugRMConnect	0	0649	8767714986	876771 4986	0
Mug	MugRMConnect	0	1093	8768568796	876856 8796	0
Mug	MugRMJeez	0	0471	8768223389	876822 3389	72-72
Mug	MugRMPickle	0	0335	8767622320	876762 2320	0
Mug	MugRMProve	0	0404	8767712863	876771 2863	0
Mug	MugRMProve	0	0413	8766322964	876632 2964	0
Mug	MugRMProve	0	1026	8767578266	876757 8266	0
Mug	MugRMScience	0	0407	8766892899	876689 2899	0
Mug	MugRMWubba	0	0411	8768262953	876826 2953	0
Mug	MugWTaroDevil	0	0589	8766274423	876627 4423	0
Mug	MugWTaroMag1	0	0223	8767771752	876777 1752	0
Mug	vsemgovnavsemgovna	0	0749	8766035927	876603 5927	0
